service,property,property_class,property_type
AarhusTrafficData188198,Property-af382429-2040-436a-8d76-0972ef0b159e,CongestionLevel,traffic_report
AarhusTrafficData188225,Property-07bb9331-df85-43c5-9b23-d8e2633cc6c8,VehicleCount,traffic_report
AarhusTrafficData188225,Property-3f7ed8d3-6821-4106-a3a6-debe36660bd2,MeasureTime,traffic_report
AarhusTrafficData188225,Property-9ea25e1d-2f60-47fe-bd6c-c810bbdc2c0d,CongestionLevel,traffic_report
AarhusTrafficData188225,Property-c2cf7c63-f454-41cd-9fe1-29bcf689a080,EstimatedTime,traffic_report
AarhusTrafficData188225,Property-f60859cd-a24f-4417-a812-714f7d6b1fbf,AvgSpeed,traffic_report
AarhusTrafficData188251,Property-b69defb2-6a90-4bad-a613-da814825e157,MeasureTime,traffic_report
AarhusTrafficData188251,Property-be91daf0-7370-4c0a-b055-bb945b20d5ed,AvgSpeed,traffic_report
AarhusTrafficData188251,Property-c40159dc-055f-4d8c-8bc2-8f02819a9b9e,VehicleCount,traffic_report
AarhusTrafficData188251,Property-d710e5ce-da36-448f-a85a-1954b255c81e,CongestionLevel,traffic_report
AarhusTrafficData188251,Property-f1c1beaa-b750-495e-9787-e13dbe94d811,EstimatedTime,traffic_report
AarhusTrafficData189941,Property-3519da83-c495-4254-80eb-bf6eb81d1458,CongestionLevel,traffic_report
AarhusTrafficData189941,Property-64b8e689-4c5b-4905-a835-b06547139261,VehicleCount,traffic_report
AarhusTrafficData189941,Property-7d4dcbbd-c3cb-45f1-a3db-44d5625d437e,AvgSpeed,traffic_report
AarhusTrafficData189941,Property-998bccf1-1b70-408b-b651-ddf9a10dd5f1,MeasureTime,traffic_report
AarhusTrafficData189941,Property-a8363ff1-9e44-4f6c-9f5f-683a412294c8,EstimatedTime,traffic_report
AarhusTrafficData189967,Property-3c2fcde3-e3bd-4aab-a719-c05f335b3538,CongestionLevel,traffic_report
AarhusTrafficData189967,Property-95018313-dd77-4997-9387-92a978e7a3ed,EstimatedTime,traffic_report
AarhusTrafficData189967,Property-b6e4a862-7fc0-409e-af89-a5a021b30216,VehicleCount,traffic_report
AarhusTrafficData189967,Property-c0bd05a8-b6ea-4972-9440-b16e6f6c05ac,AvgSpeed,traffic_report
AarhusTrafficData189967,Property-faaa4ccd-24a7-4f46-ba29-e58930524733,MeasureTime,traffic_report
AarhusTrafficData189994,Property-4c921802-19fc-4f65-b191-0e853df7478c,CongestionLevel,traffic_report
AarhusTrafficData189994,Property-73ffad0c-73dc-4512-a71d-f51d2f660aaf,EstimatedTime,traffic_report
AarhusTrafficData189994,Property-a2de32aa-7ad4-49a8-8645-efecdab301ae,VehicleCount,traffic_report
AarhusTrafficData189994,Property-ae68cbfd-e364-4a04-967f-304126457eb5,AvgSpeed,traffic_report
AarhusTrafficData189994,Property-c1cd0277-75fb-4ee0-adef-8003872ae8e8,MeasureTime,traffic_report
AarhusTrafficData190020,Property-06729a20-4826-44b9-8043-fbc803ec3578,AvgSpeed,traffic_report
AarhusTrafficData190020,Property-7acd42c2-9fad-459d-a6c7-0b99bd3c1fc3,VehicleCount,traffic_report
AarhusTrafficData190020,Property-d9b6146d-8386-47dc-bd4b-7f897d62429b,EstimatedTime,traffic_report
AarhusTrafficData190020,Property-f7f4436f-0836-4289-a878-29bff9ad2e62,CongestionLevel,traffic_report
AarhusTrafficData190020,Property-fee64a70-1c84-46d0-acdb-937b0f433f1d,MeasureTime,traffic_report
AarhusTrafficData190047,Property-052626da-a2c8-4cb4-b9c0-8f383aa996e4,CongestionLevel,traffic_report
AarhusTrafficData190047,Property-1c1df281-56b8-4bf7-aa5f-4f67c2a9ad9a,AvgSpeed,traffic_report
AarhusTrafficData190047,Property-1de3d0df-935e-461b-bf88-e8f505c56ec2,MeasureTime,traffic_report
AarhusTrafficData190047,Property-37fb1797-6c6b-467b-b5af-82efa12c7506,VehicleCount,traffic_report
AarhusTrafficData190047,Property-95abbf9e-ab75-49cb-86b6-e35320fcccc9,EstimatedTime,traffic_report
AarhusTrafficData190073,Property-344448eb-731d-4843-88f3-2ec8a9deba71,EstimatedTime,traffic_report
AarhusTrafficData190073,Property-41462a8a-a6cc-45fa-89c0-52b2c0d4b37d,CongestionLevel,traffic_report
AarhusTrafficData190073,Property-6b2fd19b-5f1e-407f-b50e-e3f03dd56466,AvgSpeed,traffic_report
AarhusTrafficData190073,Property-88e7b069-2c64-475c-a8ab-2e28a5315a4e,VehicleCount,traffic_report
AarhusTrafficData190073,Property-b85ba62b-cf07-4e79-be71-1a27ebbc5afa,MeasureTime,traffic_report
AarhusTrafficData190100,Property-39092455-c583-4150-a200-14c9b9d49bca,CongestionLevel,traffic_report
AarhusTrafficData190100,Property-48063b77-d566-4046-b89f-71738c745d3b,AvgSpeed,traffic_report
AarhusTrafficData190100,Property-66632043-b401-4020-be3c-a5e03868fa32,MeasureTime,traffic_report
AarhusTrafficData190100,Property-be21173e-7a51-4253-8765-68e7e0a2ff27,VehicleCount,traffic_report
AarhusTrafficData190100,Property-fa250218-0d0a-4705-bb56-38fc0a6a92f1,EstimatedTime,traffic_report
AarhusTrafficData190126,Property-0ed9e26a-635a-4164-81d7-011324417bd5,MeasureTime,traffic_report
AarhusTrafficData190126,Property-35e05379-b602-4f40-aaac-18def4178136,VehicleCount,traffic_report
AarhusTrafficData190126,Property-43fc0247-7286-409e-bda5-3952e7d65dc5,EstimatedTime,traffic_report
AarhusTrafficData190126,Property-9c562c8c-8ab5-462b-8a0b-2dea499ca6e8,CongestionLevel,traffic_report
AarhusTrafficData190126,Property-ec245286-7568-40c5-bd92-06252790b4f0,AvgSpeed,traffic_report
AarhusTrafficData190153,Property-15049acf-dc76-4db5-84a7-f68cd990ccab,AvgSpeed,traffic_report
AarhusTrafficData190153,Property-48abf243-6da2-49f0-b120-2afbaafe6a47,VehicleCount,traffic_report
AarhusTrafficData190153,Property-7c7f0416-0e78-40f9-b065-c76ef4ee01f4,MeasureTime,traffic_report
AarhusTrafficData190153,Property-83c0192d-cfcb-43c2-97c3-b7e59f1798c0,CongestionLevel,traffic_report
AarhusTrafficData190153,Property-e3bb3fa8-1a44-4d29-8244-2cab77526a41,EstimatedTime,traffic_report
AarhusTrafficData190179,Property-2458b09e-3a6f-4835-8297-fcb730386212,MeasureTime,traffic_report
AarhusTrafficData190179,Property-4b209fc3-1277-4fb8-9ff2-aa1939414557,AvgSpeed,traffic_report
AarhusTrafficData190179,Property-700ec058-29e3-47e4-b5d5-95fbcc851b3c,EstimatedTime,traffic_report
AarhusTrafficData190179,Property-db0092d1-e7ae-4c16-8d44-12d80e8c2210,CongestionLevel,traffic_report
AarhusTrafficData190179,Property-fce9e326-00b9-49e5-8525-74fc24a3fbbc,VehicleCount,traffic_report
AarhusTrafficData190206,Property-79544957-42d9-4b1f-af46-6ee19ecbca9e,MeasureTime,traffic_report
AarhusTrafficData190206,Property-8f098f54-4be4-46cf-ba12-f0e13d0a753c,VehicleCount,traffic_report
AarhusTrafficData190206,Property-cbbcba07-9c73-4725-b705-ab20efb9b9cc,AvgSpeed,traffic_report
AarhusTrafficData190206,Property-cf8f7ceb-373a-4141-9532-4ad06fbec35e,CongestionLevel,traffic_report
AarhusTrafficData190206,Property-d6b67c89-c287-47a9-99ae-9d35b1a47366,EstimatedTime,traffic_report
AarhusTrafficData190232,Property-04d7109d-5ce4-4635-9985-69742508e5d5,AvgSpeed,traffic_report
AarhusTrafficData190232,Property-07d6a372-ad82-4da0-b4a9-562ea520b29c,VehicleCount,traffic_report
AarhusTrafficData190232,Property-0c9144ce-f895-4969-830e-071007284602,CongestionLevel,traffic_report
AarhusTrafficData190232,Property-49e16626-d7c7-41ac-858e-f7f36f0ff9e6,EstimatedTime,traffic_report
AarhusTrafficData190232,Property-6ba32f21-e884-47f7-a3f5-a07354e69baa,MeasureTime,traffic_report
AarhusTrafficData190259,Property-0553b460-313a-448d-ba1c-32d108daf77c,CongestionLevel,traffic_report
AarhusTrafficData190259,Property-13304009-1b20-4c9c-904f-e2879d90067f,MeasureTime,traffic_report
AarhusTrafficData190259,Property-1c5b02c1-009b-4793-9be0-63a7d3880d90,VehicleCount,traffic_report
AarhusTrafficData190259,Property-4710a64c-90d4-4b35-8bd8-a1772a69daec,EstimatedTime,traffic_report
AarhusTrafficData190259,Property-670e1130-11ca-416b-bac5-69742ee64434,AvgSpeed,traffic_report
AarhusTrafficData190285,Property-53fd387c-3d83-4153-ad4c-306876d7b49c,CongestionLevel,traffic_report
AarhusTrafficData190285,Property-6317fc3f-28df-465c-a71d-03197f6b64e7,MeasureTime,traffic_report
AarhusTrafficData190285,Property-6a51f188-0f24-4000-a8b1-d70c900e8c50,VehicleCount,traffic_report
AarhusTrafficData190285,Property-94c1b5d4-6b67-47f6-aae9-105661346b6a,AvgSpeed,traffic_report
AarhusTrafficData190285,Property-eddfabbc-299f-443b-8276-a4b362b1eb98,EstimatedTime,traffic_report
AarhusTrafficData190312,Property-017504f4-c931-4685-8a2a-9b7a78dcb53c,MeasureTime,traffic_report
AarhusTrafficData190312,Property-1ad79351-232b-49e0-93e3-b99f4ca0be70,VehicleCount,traffic_report
AarhusTrafficData190312,Property-31dd3d60-e6b9-4c68-856c-d632318a6bd0,AvgSpeed,traffic_report
AarhusTrafficData190312,Property-9e77b202-7c3b-4012-ae6c-252ec01fce10,CongestionLevel,traffic_report
AarhusTrafficData190312,Property-a8a948e9-92e7-455b-a249-fbdd359034f3,EstimatedTime,traffic_report
AarhusTrafficData190338,Property-21d8d654-89a5-416c-a328-d6eb6f960ec7,MeasureTime,traffic_report
AarhusTrafficData190338,Property-33f9def1-f208-49d4-974e-aaa2e912c613,VehicleCount,traffic_report
AarhusTrafficData190338,Property-40ef339e-ccc0-41c8-9b3b-dacc4cacce88,AvgSpeed,traffic_report
AarhusTrafficData190338,Property-62400787-308b-4700-8db7-81b0f2825014,CongestionLevel,traffic_report
AarhusTrafficData190338,Property-7802e4c9-1b34-4c43-9dad-2b5f22e782dc,EstimatedTime,traffic_report
AarhusTrafficData190367,Property-0e1421db-03bd-4cc2-8548-6315a3b1176a,AvgSpeed,traffic_report
AarhusTrafficData190367,Property-154f716a-7e23-48f6-b1d2-dfc7e1b31cb4,EstimatedTime,traffic_report
AarhusTrafficData190367,Property-92efa131-d3b8-4828-bff9-515a3cd0cf8b,CongestionLevel,traffic_report
AarhusTrafficData190367,Property-b3f9746f-fb15-4987-b7f8-512819a39c98,VehicleCount,traffic_report
AarhusTrafficData190367,Property-d54c5c5c-8a44-40d9-8c53-7b29df59278e,MeasureTime,traffic_report
AarhusTrafficData190393,Property-0a4f40a2-4106-4776-9ef0-ce8bc3e5c8a4,AvgSpeed,traffic_report
AarhusTrafficData190393,Property-a4203068-857d-4a22-9190-45654f88dca5,EstimatedTime,traffic_report
AarhusTrafficData190393,Property-a9235bd9-e1c7-4e0a-95f1-e9dea7836dbb,CongestionLevel,traffic_report
AarhusTrafficData190393,Property-af499347-8ebc-461b-97f1-1361098d8396,MeasureTime,traffic_report
AarhusTrafficData190393,Property-e190ce1a-f19c-42c3-bc09-0c41f3c805d5,VehicleCount,traffic_report
AarhusTrafficData190421,Property-1602be9e-2e06-4607-9e6b-09d2704226c8,CongestionLevel,traffic_report
AarhusTrafficData190421,Property-4418886c-691d-44a9-b72c-ed6e27bd97c1,VehicleCount,traffic_report
AarhusTrafficData190421,Property-7347629c-821d-4754-b402-b9e611882b34,MeasureTime,traffic_report
AarhusTrafficData190421,Property-bf5e5dc6-8543-4013-9245-ad6567b975fa,EstimatedTime,traffic_report
AarhusTrafficData190421,Property-caa530b6-79a7-4bfe-a28a-a193e2a12f5f,AvgSpeed,traffic_report
AarhusTrafficData190447,Property-6fdab805-d093-4243-a3ae-e825d4c170a1,EstimatedTime,traffic_report
AarhusTrafficData190447,Property-7f6dce41-580d-4c70-83bd-9c525fb04199,CongestionLevel,traffic_report
AarhusTrafficData190447,Property-9a0e941e-c100-42e0-a94c-3f8ad7e467ed,VehicleCount,traffic_report
AarhusTrafficData190447,Property-c9d3c6d5-47e0-4cbb-8128-4f1ee660cfa9,MeasureTime,traffic_report
AarhusTrafficData190447,Property-de312555-fd05-46ca-a4dc-67864c4876a5,AvgSpeed,traffic_report
AarhusTrafficData190475,Property-0a82a146-5d7f-4171-96b5-cefdbc739682,MeasureTime,traffic_report
AarhusTrafficData190475,Property-1e42bba2-45f9-421a-9e68-a0db984da4af,EstimatedTime,traffic_report
AarhusTrafficData190475,Property-a22af182-4e08-4679-b9c8-03d4c79d0e15,CongestionLevel,traffic_report
AarhusTrafficData190475,Property-c1d5e2e4-128f-4235-990d-38dc40c09d0a,VehicleCount,traffic_report
AarhusTrafficData190475,Property-f4fd331b-8609-4095-98a5-c6e478f34732,AvgSpeed,traffic_report
AarhusTrafficData190501,Property-111714c7-8579-4429-bd3c-318971bf459a,MeasureTime,traffic_report
AarhusTrafficData190501,Property-a562b419-bfbc-4499-8f87-398c9d0bf009,VehicleCount,traffic_report
AarhusTrafficData190501,Property-af80b487-97cb-4796-b7c4-607931c979d6,EstimatedTime,traffic_report
AarhusTrafficData190501,Property-ba82c4cc-0118-46f3-ab16-0d56c40d7fff,CongestionLevel,traffic_report
AarhusTrafficData190501,Property-de0c982e-979d-4bfc-916c-a56123ced9cb,AvgSpeed,traffic_report
AarhusTrafficData190529,Property-024b2387-0a66-456e-add2-8c1340330dba,VehicleCount,traffic_report
AarhusTrafficData190529,Property-35a6944f-1f2c-4317-9bdf-735088a5e833,EstimatedTime,traffic_report
AarhusTrafficData190529,Property-6ff00efe-86d9-4e2e-b89b-34f2fb74fddd,AvgSpeed,traffic_report
AarhusTrafficData190529,Property-81ff7279-28d7-4823-939b-6c5a5b87b828,CongestionLevel,traffic_report
AarhusTrafficData190529,Property-8c216aba-32b8-4df8-a028-5db16dd25d0c,MeasureTime,traffic_report
AarhusTrafficData190555,Property-36959351-2d3b-47cb-93a3-48f1a8e95c3e,VehicleCount,traffic_report
AarhusTrafficData190555,Property-750425ea-29f4-4182-a772-effefa82322e,CongestionLevel,traffic_report
AarhusTrafficData190555,Property-7e20b4f1-18cd-41dc-8697-ec6922b56581,MeasureTime,traffic_report
AarhusTrafficData190555,Property-dd26a80b-1b8a-4e38-ab4f-0ddaf02def8c,AvgSpeed,traffic_report
AarhusTrafficData190555,Property-eea0d8db-9622-4e3f-9133-cf7f50143180,EstimatedTime,traffic_report
AarhusTrafficData190583,Property-07030363-e8d4-400c-a6e7-98d2bc9cd245,CongestionLevel,traffic_report
AarhusTrafficData190583,Property-3c43dffa-c492-41fc-b4ef-0d32b293fed0,AvgSpeed,traffic_report
AarhusTrafficData190583,Property-6571644f-2621-4d35-9be5-d9ef5f37980d,VehicleCount,traffic_report
AarhusTrafficData190583,Property-6c78af34-f610-4462-9312-a7c30599bebb,EstimatedTime,traffic_report
AarhusTrafficData190583,Property-d4a2a087-c4b0-4d6a-b460-911e7ff623fb,MeasureTime,traffic_report
AarhusTrafficData190609,Property-00524777-9d30-4d81-aaad-49d68ad309b2,VehicleCount,traffic_report
AarhusTrafficData190609,Property-2186499b-4f93-4bad-a0f4-8495540c12db,EstimatedTime,traffic_report
AarhusTrafficData190609,Property-6a174a40-466d-4333-b38e-4d243c231886,MeasureTime,traffic_report
AarhusTrafficData190609,Property-a01b5d94-d2f8-43f7-aaab-ca6c69c4d39e,CongestionLevel,traffic_report
AarhusTrafficData190609,Property-acb0c0be-dfb0-4423-a419-6eefa574ed7e,AvgSpeed,traffic_report
AarhusTrafficData190637,Property-073c9571-0885-4a28-b3d8-a95f1c022e2b,VehicleCount,traffic_report
AarhusTrafficData190637,Property-1d21263c-a64e-4477-889b-dfd92b704a35,EstimatedTime,traffic_report
AarhusTrafficData190637,Property-b5f929ac-72f2-4861-9bd3-1674d7ca54fd,AvgSpeed,traffic_report
AarhusTrafficData190637,Property-d674b185-f7e9-481f-a2ef-5434a9c52333,CongestionLevel,traffic_report
AarhusTrafficData190637,Property-e69ac0bb-2735-4322-a1d0-7e678e5f82fa,MeasureTime,traffic_report
AarhusTrafficData190663,Property-2755addb-889e-442b-a2ba-096487c18bcd,MeasureTime,traffic_report
AarhusTrafficData190663,Property-47d892da-5831-45d9-a32f-e3946246e528,EstimatedTime,traffic_report
AarhusTrafficData190663,Property-819fab59-a3f2-4aff-acbd-c1c40cb5364c,AvgSpeed,traffic_report
AarhusTrafficData190663,Property-cd71278b-5bba-491a-95b6-e35b7158f010,VehicleCount,traffic_report
AarhusTrafficData190663,Property-de3a28b5-2c28-47bc-8ae7-3589667c74d1,CongestionLevel,traffic_report
AarhusTrafficData190691,Property-362a0130-a19b-438e-883b-07b24d8220cd,EstimatedTime,traffic_report
AarhusTrafficData190691,Property-6a256870-7904-4fcf-8359-f28cbbc0b29a,MeasureTime,traffic_report
AarhusTrafficData190691,Property-783fa30e-af51-4e26-8894-c3498c8925b3,VehicleCount,traffic_report
AarhusTrafficData190691,Property-864bd166-3542-4643-ad7d-a51525713b31,AvgSpeed,traffic_report
AarhusTrafficData190691,Property-e97db235-2c81-472d-9b5c-7009792de639,CongestionLevel,traffic_report
AarhusTrafficData190717,Property-5306e7ad-bfec-4b07-b2d5-e27ed4ebb853,AvgSpeed,traffic_report
AarhusTrafficData190717,Property-600a3212-97bb-4b9e-84a9-53beccca1dda,EstimatedTime,traffic_report
AarhusTrafficData190717,Property-70d02b31-3382-46a0-8dd5-52db3297a176,MeasureTime,traffic_report
AarhusTrafficData190717,Property-835761d6-5287-4400-a929-c1413b879b3d,CongestionLevel,traffic_report
AarhusTrafficData190717,Property-f584e8e5-1f1a-40e3-9869-62d5e97ed225,VehicleCount,traffic_report
AarhusTrafficData190744,Property-37b5d76d-f328-4144-9391-359ee4bad9ae,MeasureTime,traffic_report
AarhusTrafficData190744,Property-7ab5b0c8-d240-4743-a977-dcc002a5bf16,CongestionLevel,traffic_report
AarhusTrafficData190744,Property-d603ae22-4175-45b4-bb5a-feb59577a96b,AvgSpeed,traffic_report
AarhusTrafficData190744,Property-f36521b8-cf70-4bef-8df0-5d92961edfdd,VehicleCount,traffic_report
AarhusTrafficData190744,Property-f6d9e47d-577d-48bb-912f-70139046a2bc,EstimatedTime,traffic_report
AarhusTrafficData190770,Property-04f2e762-e9e0-4260-b2a1-61965dd78e41,VehicleCount,traffic_report
AarhusTrafficData190770,Property-656d6dcd-c624-4a0b-9b91-cb8a0af6909c,EstimatedTime,traffic_report
AarhusTrafficData190770,Property-6846b965-bf25-4a60-8431-49cddeba9faf,AvgSpeed,traffic_report
AarhusTrafficData190770,Property-b1ab7237-b702-4b10-b343-8feb83e50a06,MeasureTime,traffic_report
AarhusTrafficData190770,Property-ed8b0e73-a022-408e-ae48-f9275d072a5e,CongestionLevel,traffic_report
AarhusTrafficData190799,Property-1555a246-dd8c-408e-8460-4c8fa124d0d4,EstimatedTime,traffic_report
AarhusTrafficData190799,Property-a0f6483b-2ac7-46bf-aba7-433f4b5552ac,MeasureTime,traffic_report
AarhusTrafficData190799,Property-a12c515c-5fd3-4823-ae91-574688d94a3e,AvgSpeed,traffic_report
AarhusTrafficData190799,Property-e37f127a-9a5f-42cb-877f-a56cc0beafd6,CongestionLevel,traffic_report
AarhusTrafficData190799,Property-e69bf40d-c40a-4be4-abaf-8f9c27147420,VehicleCount,traffic_report
AarhusTrafficData190825,Property-0432e1e8-ab5a-4982-a103-41f4b2dceac9,MeasureTime,traffic_report
AarhusTrafficData190825,Property-13f6ffa7-e94f-4c89-9f31-4644e8d246f9,VehicleCount,traffic_report
AarhusTrafficData190825,Property-5153f1f2-736d-4fa8-a721-e018d58f82a9,CongestionLevel,traffic_report
AarhusTrafficData190825,Property-ad4b0492-bf08-444b-827b-09917e5c46db,AvgSpeed,traffic_report
AarhusTrafficData190825,Property-d79ea689-9556-48b5-9db8-a57b5c1f9fae,EstimatedTime,traffic_report
AarhusTrafficData190853,Property-062bb408-5d06-48f3-af86-571c80e296be,VehicleCount,traffic_report
AarhusTrafficData190853,Property-099cd677-e563-449e-9b6d-62227148d061,CongestionLevel,traffic_report
AarhusTrafficData190853,Property-21744a95-5bad-4a41-8489-b7fb71a55329,AvgSpeed,traffic_report
AarhusTrafficData190853,Property-35194ec0-cb50-4eb8-95d1-2088922d7203,MeasureTime,traffic_report
AarhusTrafficData190853,Property-7db4cbcd-5109-4d1d-9a17-c0c184e778f0,EstimatedTime,traffic_report
AarhusTrafficData190879,Property-0660564f-6c89-49fa-800a-30693c674e73,CongestionLevel,traffic_report
AarhusTrafficData190879,Property-12426334-4eaa-41e4-b9fd-7e9b287a631c,VehicleCount,traffic_report
AarhusTrafficData190879,Property-1602184c-61fe-437f-906c-39c9ef2aebc8,MeasureTime,traffic_report
AarhusTrafficData190879,Property-3f997b9e-9f8b-455b-81f7-510dbb32991a,EstimatedTime,traffic_report
AarhusTrafficData190879,Property-5c79de12-ed25-450a-9892-faa0da3b9f9d,AvgSpeed,traffic_report
AarhusTrafficData190908,Property-0e828416-ac54-42d3-8cca-9e451f11f49d,AvgSpeed,traffic_report
AarhusTrafficData190908,Property-4856e2a4-9e80-4e7a-9406-39668960f408,EstimatedTime,traffic_report
AarhusTrafficData190908,Property-750868ba-c103-47a3-b650-69904279219c,MeasureTime,traffic_report
AarhusTrafficData190908,Property-8d4f3a0f-60b1-4cc4-9f5a-fbd2cd90d4db,VehicleCount,traffic_report
AarhusTrafficData190908,Property-9ab3b17c-672d-46ae-97c0-25f1e2d9e99a,CongestionLevel,traffic_report
AarhusTrafficData190934,Property-201af401-6144-4250-988b-247efda2131c,AvgSpeed,traffic_report
AarhusTrafficData190934,Property-4316ccf9-37f6-4dbc-8334-0dbfab78bb13,MeasureTime,traffic_report
AarhusTrafficData190934,Property-cbe25535-ad5f-4746-920e-b600169fb58a,CongestionLevel,traffic_report
AarhusTrafficData190934,Property-ecc37601-0073-4c5c-8dd8-23f34ec4c768,VehicleCount,traffic_report
AarhusTrafficData190934,Property-f2f344ee-3200-4db7-8962-02ef78716f7c,EstimatedTime,traffic_report
AarhusTrafficData190963,Property-20df58c6-1ed8-4e19-a1ed-aedb86b20d1e,AvgSpeed,traffic_report
AarhusTrafficData190963,Property-61dad568-115d-4298-90c7-2278eb63136f,EstimatedTime,traffic_report
AarhusTrafficData190963,Property-b5dfc043-33cf-4fc8-aa7d-dad1c791dd71,CongestionLevel,traffic_report
AarhusTrafficData190963,Property-bbdddb9a-5c9d-4503-9549-5bc3d23e32ec,VehicleCount,traffic_report
AarhusTrafficData190963,Property-ed4e0ccc-37f4-4492-aedb-a22e416720f8,MeasureTime,traffic_report
AarhusTrafficData192438,Property-051b8b2a-1c0b-4fe7-9d12-a068999a1108,AvgSpeed,traffic_report
AarhusTrafficData192438,Property-3a3b23f9-aaf5-4947-99e3-2f6d7c755416,CongestionLevel,traffic_report
AarhusTrafficData192438,Property-9498e364-769f-40bd-97e3-920b179b4f14,VehicleCount,traffic_report
AarhusTrafficData192438,Property-99309e9f-d840-4122-bbde-9c6527224e7a,EstimatedTime,traffic_report
AarhusTrafficData192438,Property-ccbb4774-c75e-482f-b1ac-ec574527fca3,MeasureTime,traffic_report
AarhusTrafficData192466,Property-12ac0ca5-f485-4207-a7a1-b394bb4ee815,VehicleCount,traffic_report
AarhusTrafficData192466,Property-28a51e08-3e61-409d-9135-c504bab3e667,MeasureTime,traffic_report
AarhusTrafficData192466,Property-4fb995cd-b955-4e71-a106-c3569ff22bc8,EstimatedTime,traffic_report
AarhusTrafficData192466,Property-6657cb9b-921c-4f6d-8791-ba74538b571c,CongestionLevel,traffic_report
AarhusTrafficData192466,Property-abf2214f-da03-48cd-9167-adfad6772f37,AvgSpeed,traffic_report
AarhusTrafficData192492,Property-0a8cb6ad-6c6b-491c-94d8-0d2760bb704b,MeasureTime,traffic_report
AarhusTrafficData192492,Property-1469f4f2-7ce2-40b9-beb5-7ae63c9cd643,EstimatedTime,traffic_report
AarhusTrafficData192492,Property-71c0ed04-05e9-46f5-8c99-eb869f99d2e1,VehicleCount,traffic_report
AarhusTrafficData192492,Property-cc366d30-1b59-4c4c-833d-5b8492ce6016,AvgSpeed,traffic_report
AarhusTrafficData192492,Property-cdf6e655-6d8b-4252-b9ae-e5139fbeba27,CongestionLevel,traffic_report
AarhusTrafficData192520,Property-39a2391e-d77d-4320-8a48-7e0cc919e710,AvgSpeed,traffic_report
AarhusTrafficData192520,Property-3a87fcf4-b83e-4705-840a-8552d2b569bd,MeasureTime,traffic_report
AarhusTrafficData192520,Property-6bc7ef50-edf1-4ce6-bc2d-520d0856ccdc,CongestionLevel,traffic_report
AarhusTrafficData192520,Property-85de37b3-f9d3-428b-86ee-c08d090195ba,EstimatedTime,traffic_report
AarhusTrafficData192520,Property-885ef1c3-fce9-4bfc-9368-076ae83a3c7c,VehicleCount,traffic_report
AarhusTrafficData192546,Property-0044dd62-e93f-45ff-9077-626c2bae0f5e,VehicleCount,traffic_report
AarhusTrafficData192546,Property-41c6487b-6f9d-4ca2-b7a0-82a7e48e8aa2,AvgSpeed,traffic_report
AarhusTrafficData192546,Property-71356f42-f919-4711-bc5b-cb6cd6d1b33b,CongestionLevel,traffic_report
AarhusTrafficData192546,Property-cda51352-a9e4-4ee1-9bdb-91324b9403c2,EstimatedTime,traffic_report
AarhusTrafficData192546,Property-cfe7d37a-05c0-4a84-8aaf-c020ba5b2c06,MeasureTime,traffic_report
AarhusTrafficData192574,Property-3de5a3e3-3b83-4aee-bda6-30f4cc0b5b17,AvgSpeed,traffic_report
AarhusTrafficData192574,Property-83567d7e-8d05-4280-bb1d-cfcf2c7c962b,EstimatedTime,traffic_report
AarhusTrafficData192574,Property-8749a319-df4b-4496-a53e-e128622b96cd,CongestionLevel,traffic_report
AarhusTrafficData192574,Property-a7aeaa58-7726-488b-9248-e810d4519ceb,VehicleCount,traffic_report
AarhusTrafficData192574,Property-ceccd8a3-fe3e-4f91-ab99-6b1301005f02,MeasureTime,traffic_report
AarhusTrafficData192600,Property-1ece91be-e1ab-4c8e-a4f4-74b4ca364ab2,CongestionLevel,traffic_report
AarhusTrafficData192600,Property-466e7cd3-0067-4750-8e94-01d6614912f2,VehicleCount,traffic_report
AarhusTrafficData192600,Property-53d9f087-1b79-404e-bf2e-683d92ea2045,EstimatedTime,traffic_report
AarhusTrafficData192600,Property-60c9c933-f3a0-4d02-b4aa-0c256c44a0bc,AvgSpeed,traffic_report
AarhusTrafficData192600,Property-bebc90b3-a95d-4878-81c5-5758075a2e6e,MeasureTime,traffic_report
AarhusTrafficData192627,Property-0405c788-d755-4451-b8d5-dd420e4d8595,MeasureTime,traffic_report
AarhusTrafficData192627,Property-5f06039e-3fd8-463f-a2ce-1388787c64b1,CongestionLevel,traffic_report
AarhusTrafficData192627,Property-84575f36-ac01-4241-a283-97e1e2b332f9,VehicleCount,traffic_report
AarhusTrafficData192627,Property-a20b5cef-486d-4a14-8a2a-ad193688a618,AvgSpeed,traffic_report
AarhusTrafficData192627,Property-b8f9b14e-6597-48f5-a0fa-dcab0083af3f,EstimatedTime,traffic_report
AarhusTrafficData192653,Property-650eeb65-6b2c-480a-b74b-2c8432cecde8,VehicleCount,traffic_report
AarhusTrafficData192653,Property-7fe4e2fa-48e2-43fa-b7c0-d33642072ce1,MeasureTime,traffic_report
AarhusTrafficData192653,Property-8ad79e25-320e-4ad0-baa6-18598179e674,EstimatedTime,traffic_report
AarhusTrafficData192653,Property-91181be2-90e6-453e-b1d2-5e573d151bac,AvgSpeed,traffic_report
AarhusTrafficData192653,Property-fe8a1241-44d4-4d0e-bf66-a94965ce3501,CongestionLevel,traffic_report
AarhusTrafficData192681,Property-09c18a47-85b6-4fcd-9129-4469d631bfa4,MeasureTime,traffic_report
